date,station,average
2010-04-24,602,3.9
2010-04-25,602,4.6
2010-04-26,602,4.8
2010-04-27,602,4.8
2010-04-28,602,5.2
2010-04-29,602,5.4
2010-04-30,602,5.1
2010-05-01,602,5.2
2010-05-02,602,4.3
2010-05-03,602,3.9
2010-05-04,602,3.6
2010-05-05,602,3.0
2010-05-06,602,2.4
2010-05-07,602,2.3
2010-05-08,602,2.6
2010-05-09,602,3.2
2010-05-10,602,4.6
2010-05-11,602,5.6
2010-05-12,602,6.1
2010-05-13,602,6.4
2010-05-14,602,5.9
2010-05-15,602,6.0
2010-05-16,602,6.0
2010-05-17,602,5.6
2010-05-18,602,5.4
2010-05-19,602,4.7
2010-05-20,602,3.5
2010-05-21,602,2.9
2010-05-22,602,2.6
2010-05-23,602,2.4
2010-05-24,602,2.5
2010-05-25,602,2.4
2010-05-26,602,2.3
2010-05-27,602,2.3
2010-05-28,602,2.5
2010-05-29,602,2.5
2010-05-30,602,2.6
2010-05-31,602,2.8
2010-06-13,602,6.0
2010-06-14,602,5.7
2010-06-15,602,4.5
2010-06-16,602,3.7
2010-06-17,602,2.6
2010-06-18,602,1.6
2010-06-19,602,1.1
2010-06-20,602,0.8
2010-06-21,602,0.8
2010-06-22,602,0.8
2010-06-23,602,0.8
2010-06-24,602,0.5
2010-06-25,602,0.3
2010-06-26,602,0.5
2010-06-27,602,0.7
2010-06-28,602,0.7
2010-06-29,602,0.7
2010-06-30,602,0.7
2010-07-01,602,0.9
2010-07-02,602,0.6
2010-07-03,602,0.5
2010-07-04,602,0.4
2010-07-05,602,0.4
2010-07-06,602,0.8
2010-07-07,602,0.8
2010-07-08,602,1.4
2010-07-09,602,1.8
2010-07-10,602,1.2
2010-07-11,602,1.2
2010-07-12,602,1.3
2010-07-13,602,1.2
2010-07-14,602,1.0
2010-07-15,602,0.6
2010-07-16,602,0.3
2011-02-01,602,4.1
2011-02-02,602,2.6
2011-02-03,602,2.8
2011-02-04,602,2.1
2011-02-05,602,1.8
2011-02-06,602,1.3
2011-02-07,602,0.7
2011-02-08,602,0.2
2011-02-09,602,0.1
2011-02-10,602,0.2
2011-02-11,602,0.2
2011-02-12,602,0.8
2011-02-13,602,1.3
2011-02-14,602,1.3
2011-02-15,602,1.8
2011-02-16,602,2.4
2011-02-17,602,2.6
2011-02-18,602,2.5
2011-02-19,602,2.8
2011-02-20,602,2.7
2011-02-21,602,2.8
2011-02-22,602,2.2
2011-02-23,602,1.7
2011-02-24,602,1.1
2011-02-25,602,1.1
2011-02-26,602,1.5
2011-02-27,602,2.2
2011-02-28,602,2.5
2011-03-01,602,3.1
2011-03-02,602,4.1
2011-03-03,602,4.9
2011-03-04,602,5.0
2011-03-05,602,4.7
2011-03-06,602,4.8
2011-03-07,602,3.7
2011-03-08,602,3.3
2011-03-09,602,3.0
2011-03-10,602,2.7
2011-03-11,602,3.8
2011-03-12,602,3.8
2011-03-13,602,3.8
2011-03-14,602,3.8
2011-03-15,602,4.0
2011-03-16,602,5.4
2011-03-17,602,6.7
2011-03-18,602,6.9
2011-03-19,602,7.9
2011-03-20,602,7.9
2011-03-21,602,7.1
2011-03-22,602,6.6
2011-03-23,602,5.6
2011-03-24,602,4.6
2011-03-25,602,5.0
2011-03-26,602,5.9
2011-03-27,602,4.8
2011-03-28,602,5.6
2011-03-29,602,6.1
2011-03-30,602,5.2
2011-03-31,602,7.3
2011-04-01,602,7.9
2011-04-02,602,9.1
2011-04-03,602,9.0
2011-04-04,602,8.1
2011-04-05,602,7.4
2011-04-06,602,6.8
2011-04-07,602,5.5
2011-04-08,602,4.6
2011-04-09,602,3.9
2011-04-10,602,3.8
2011-04-11,602,3.6
2011-04-12,602,3.8
2011-04-13,602,3.5
2011-04-14,602,2.7
2011-04-15,602,4.0
2011-04-16,602,4.8
2011-04-17,602,5.3
2011-04-18,602,5.4
2011-04-19,602,4.7
2011-04-20,602,5.3
2011-04-21,602,4.0
2011-04-22,602,3.7
2011-04-23,602,2.9
2011-04-24,602,2.7
2011-04-25,602,2.9
2011-04-26,602,2.6
2011-04-27,602,2.2
2011-04-28,602,2.9
2011-04-29,602,4.1
2011-04-30,602,4.7
2011-05-01,602,5.4
2011-05-02,602,4.8
2011-05-03,602,4.2
2011-05-04,602,3.7
2011-05-05,602,3.3
2011-05-06,602,2.8
2011-05-07,602,3.3
2011-05-08,602,2.5
2011-05-09,602,2.3
2011-05-10,602,2.3
2011-05-11,602,2.1
2011-05-12,602,2.4
2011-05-13,602,2.9
2011-05-14,602,3.6
2011-05-15,602,4.1
2011-05-16,602,4.0
2011-05-17,602,3.6
2011-05-18,602,2.9
2011-05-19,602,2.2
2011-05-20,602,1.8
2011-05-21,602,1.5
2011-05-22,602,1.4
2011-05-23,602,1.0
2011-05-24,602,0.7
2011-05-25,602,0.7
2011-05-26,602,1.3
2011-05-27,602,1.7
2011-05-28,602,2.4
2011-05-29,602,3.5
2011-05-30,602,4.6
2011-05-31,602,4.5
2011-06-01,602,3.4
2011-06-02,602,2.1
2011-06-03,602,1.4
2011-06-04,602,0.7
2011-06-05,602,0.4
2011-06-06,602,0.3
2011-06-07,602,0.1
2011-06-08,602,0.1
2011-06-09,602,0.2
2011-06-10,602,0.2
2011-06-11,602,0.2
2011-06-12,602,0.1
2011-06-13,602,0.1
2011-06-14,602,0.1
2011-06-15,602,0.1
2011-06-16,602,0.1
2011-06-17,602,0.1
2011-06-18,602,0.0
2011-06-19,602,0.0
2011-06-20,602,0.0
2012-02-01,602,0.4
2012-02-02,602,0.8
2012-02-03,602,1.3
2012-02-04,602,2.2
2012-02-05,602,1.8
2012-02-06,602,1.5
2012-02-07,602,1.2
2012-02-08,602,0.8
2012-02-09,602,0.7
2012-02-10,602,0.4
2012-02-11,602,0.3
2012-02-12,602,0.1
2012-02-13,602,0.0
2012-02-14,602,0.0
2012-02-15,602,0.0
2012-02-16,602,0.0
2012-02-17,602,0.7
2012-02-18,602,1.4
2012-02-19,602,2.3
2012-02-20,602,2.0
2012-02-21,602,1.8
2012-02-22,602,1.0
2012-02-23,602,1.1
2012-02-24,602,0.6
2012-02-25,602,0.3
2012-02-26,602,0.1
2012-02-27,602,0.1
2012-02-28,602,0.1
2012-02-29,602,0.7
2012-03-01,602,0.3
2012-03-02,602,1.0
2012-03-03,602,1.2
2012-03-04,602,1.2
2012-03-05,602,1.4
2012-03-06,602,2.0
2012-03-07,602,2.3
2012-03-08,602,2.4
2012-03-09,602,2.3
2012-03-10,602,1.8
2012-03-11,602,1.6
2012-03-12,602,1.6
2012-03-13,602,1.3
2012-03-14,602,1.0
2012-03-15,602,1.1
2012-03-16,602,1.8
2012-03-17,602,2.2
2012-03-18,602,2.6
2012-03-19,602,2.9
2012-03-20,602,3.1
2012-03-21,602,3.0
2012-03-22,602,2.8
2012-03-23,602,2.3
2012-03-24,602,1.7
2012-03-25,602,1.8
2012-03-26,602,1.9
2012-03-27,602,1.5
2012-03-28,602,1.5
2012-03-29,602,2.0
2012-03-30,602,1.9
2012-03-31,602,2.1
2012-04-01,602,2.4
2012-04-02,602,3.5
2012-04-03,602,5.9
2012-04-04,602,6.8
2012-04-05,602,7.9
2012-04-06,602,7.9
2012-04-07,602,7.1
2012-04-08,602,6.5
2012-04-09,602,6.4
2012-04-10,602,5.8
2012-04-11,602,4.5
2012-04-12,602,3.6
2012-04-13,602,3.0
2012-04-14,602,2.5
2012-04-15,602,1.8
2012-04-16,602,1.5
2012-04-17,602,1.8
2012-04-18,602,2.0
2012-04-19,602,2.0
2012-04-20,602,1.8
2012-04-21,602,1.6
2012-04-22,602,1.3
2012-04-23,602,1.0
2012-04-24,602,0.7
2012-04-25,602,0.8
2012-04-26,602,0.6
2012-04-27,602,0.5
2012-04-28,602,0.4
2012-04-29,602,0.4
2012-04-30,602,1.4
2012-05-01,602,2.2
2012-05-02,602,3.6
2012-05-03,602,4.8
2012-05-04,602,5.0
2012-05-05,602,5.1
2012-05-06,602,4.7
2012-05-07,602,3.9
2012-05-08,602,3.4
2012-05-09,602,3.1
2012-05-10,602,2.4
2012-05-11,602,2.3
2012-05-12,602,2.1
2012-05-13,602,1.8
2012-05-14,602,1.7
2012-05-15,602,2.1
2012-05-16,602,2.4
2012-05-17,602,3.6
2012-05-18,602,4.4
2012-05-19,602,4.6
2012-05-20,602,3.8
2012-05-21,602,3.0
2012-05-22,602,2.6
2012-05-23,602,1.9
2012-05-24,602,1.7
2012-05-25,602,1.4
2012-05-26,602,1.4
2012-05-27,602,1.3
2012-05-28,602,1.0
2012-05-29,602,1.1
2012-05-30,602,1.5
2012-05-31,602,1.9
2012-06-01,602,2.4
2012-06-02,602,2.8
2012-06-03,602,2.5
2012-06-04,602,1.4
2012-06-05,602,1.3
2012-06-06,602,0.8
2012-06-07,602,0.8
2012-06-08,602,0.4
2012-06-09,602,0.2
2012-06-10,602,0.2
2012-06-11,602,0.1
2012-06-12,602,0.1
2012-06-13,602,0.1
2012-06-14,602,0.1
2012-06-15,602,1.1
2012-06-16,602,2.0
2012-06-17,602,1.9
2012-06-18,602,1.5
2012-06-19,602,0.7
2012-06-20,602,0.2
2012-06-21,602,0.2
2012-06-22,602,0.2
2012-06-23,602,0.1
2012-06-24,602,0.1
2012-06-25,602,0.1
2012-06-26,602,0.1
2012-06-27,602,0.1
2012-06-28,602,0.1
2012-06-29,602,0.0
2012-06-30,602,0.0
2013-02-01,602,1.6
2013-02-02,602,1.3
2013-02-03,602,1.2
2013-02-04,602,1.0
2013-02-05,602,1.4
2013-02-06,602,1.6
2013-02-07,602,2.9
2013-02-08,602,2.8
2013-02-09,602,3.4
2013-02-10,602,3.8
2013-02-11,602,3.7
2013-02-12,602,3.8
2013-02-13,602,3.3
2013-02-14,602,2.5
2013-02-15,602,2.1
2013-02-16,602,1.9
2013-02-17,602,1.4
2013-02-18,602,0.9
2013-02-19,602,1.9
2013-02-20,602,2.8
2013-02-21,602,3.4
2013-02-22,602,5.2
2013-02-23,602,7.8
2013-02-24,602,9.3
2013-02-25,602,10.1
2013-02-26,602,9.6
2013-02-27,602,9.3
2013-02-28,602,7.9
2014-01-01,602,0.2
2014-01-02,602,0.1
2014-01-03,602,0.1
2014-01-04,602,0.1
2014-01-05,602,0.1
2014-01-06,602,0.1
2014-01-07,602,0.1
2014-01-08,602,0.1
2014-01-09,602,0.1
2014-01-10,602,0.1
2014-01-11,602,0.2
2014-01-12,602,0.4
2014-01-13,602,0.5
2014-01-14,602,0.4
2014-01-15,602,0.3
2014-01-16,602,0.2
2014-01-17,602,0.1
2014-01-18,602,0.1
2014-01-19,602,0.1
2014-01-20,602,0.1
2014-01-21,602,0.1
2014-01-22,602,0.1
2014-01-23,602,0.1
2014-01-24,602,0.4
2014-01-25,602,0.5
2014-01-26,602,0.9
2014-01-27,602,0.8
2014-01-28,602,0.8
2014-01-29,602,0.7
2014-01-30,602,0.5
2014-01-31,602,0.3
2014-02-01,602,0.2
2014-02-02,602,0.1
2014-02-03,602,0.1
2014-02-04,602,0.1
2014-02-05,602,0.1
2014-02-06,602,0.1
2014-02-07,602,0.1
2014-02-08,602,0.1
2014-02-09,602,0.2
2014-02-10,602,0.8
2014-02-11,602,1.7
2014-02-12,602,2.1
2014-02-13,602,1.7
2014-02-14,602,1.5
2014-02-15,602,1.1
2014-02-16,602,0.7
2014-02-17,602,0.4
2014-02-18,602,0.1
2014-02-19,602,0.1
2014-02-20,602,0.1
2014-02-21,602,0.1
2014-02-22,602,0.3
2014-02-23,602,0.7
2014-02-24,602,0.6
2014-02-25,602,1.2
2014-02-26,602,2.3
2014-02-27,602,2.7
2014-02-28,602,2.6
2014-03-01,602,2.2
2014-03-02,602,2.0
2014-03-03,602,1.4
2014-03-04,602,0.9
2014-03-05,602,0.4
2014-03-06,602,0.3
2014-03-07,602,0.1
2014-03-08,602,0.1
2014-03-09,602,0.1
2014-03-10,602,0.8
2014-03-11,602,1.0
2014-03-12,602,1.1
2014-03-13,602,1.6
2014-03-14,602,2.0
2014-03-15,602,3.0
2014-03-16,602,3.5
2014-03-17,602,2.5
2014-03-18,602,1.8
2014-03-19,602,1.1
2014-03-20,602,0.6
2014-03-21,602,0.3
2014-03-22,602,0.3
2014-03-23,602,0.3
2014-03-24,602,0.4
2014-03-25,602,1.2
2014-03-26,602,1.9
2014-03-27,602,2.9
2014-03-28,602,3.8
2014-03-29,602,3.6
2014-03-30,602,3.5
2014-03-31,602,2.9
2014-04-01,602,2.3
2014-04-02,602,1.6
2014-04-03,602,1.1
2014-04-04,602,0.5
2014-04-05,602,0.4
2014-04-06,602,0.2
2014-04-07,602,0.2
2014-04-08,602,0.4
2014-04-09,602,0.8
2014-04-10,602,1.4
2014-04-11,602,2.3
2014-04-12,602,3.3
2014-04-13,602,3.5
2014-04-14,602,3.4
2014-04-15,602,3.2
2014-04-16,602,2.3
2014-04-17,602,1.8
2014-04-18,602,1.3
2014-04-19,602,0.9
2014-04-20,602,0.7
2014-04-21,602,0.5
2014-04-22,602,0.4
2014-04-23,602,0.4
2014-04-24,602,0.3
2014-04-25,602,0.8
2014-04-26,602,1.0
2014-04-27,602,1.3
2014-04-28,602,1.2
2014-04-29,602,0.7
2014-04-30,602,0.6
2014-05-01,602,0.6
2014-05-02,602,0.4
2014-05-03,602,0.3
2014-05-04,602,0.2
2014-05-05,602,0.2
2014-05-06,602,0.2
2014-05-07,602,0.2
2014-05-08,602,0.4
2014-05-09,602,0.8
2014-05-10,602,1.8
2014-05-11,602,2.7
2014-05-12,602,3.5
2014-05-13,602,3.0
2014-05-14,602,2.9
2014-05-15,602,2.1
2014-05-16,602,1.7
2014-05-17,602,1.3
2014-05-18,602,0.9
2014-05-19,602,0.8
2014-05-20,602,0.6
2014-05-21,602,0.4
2014-05-22,602,0.5
2014-05-23,602,0.6
2014-05-24,602,0.5
2014-05-25,602,0.7
2014-05-26,602,0.9
2014-05-27,602,0.9
2014-05-28,602,0.5
2014-05-29,602,0.4
2014-05-30,602,0.4
2014-05-31,602,0.4
2014-06-01,602,0.3
2014-06-02,602,0.3
2014-06-03,602,0.4
2014-06-04,602,0.6
2014-06-05,602,0.7
2014-06-06,602,0.7
2014-06-07,602,1.1
2014-06-08,602,2.0
2014-06-09,602,1.7
2014-06-10,602,2.9
1995-02-01,614,2.1
1995-02-02,614,2.1
1995-02-03,614,2.0
1995-02-09,614,2.7
1995-02-10,614,2.9
1995-02-19,614,1.7
1995-02-20,614,0.5
1995-02-23,614,1.6
1995-02-24,614,0.3
1995-03-03,614,1.3
1995-03-04,614,1.8
1995-03-05,614,1.0
1995-03-10,614,0.7
1995-03-11,614,1.4
1995-03-20,614,6.3
1995-03-21,614,5.3
1995-03-26,614,3.4
1995-03-27,614,3.3
1995-04-02,614,2.6
1995-04-03,614,3.5
1995-04-04,614,2.5
1995-04-10,614,2.4
1995-04-11,614,2.7
1995-04-17,614,4.8
1995-04-18,614,5.3
1995-04-19,614,4.4
1995-04-24,614,4.8
1995-04-25,614,5.9
1995-05-01,614,4.7
1995-05-02,614,5.7
1995-05-03,614,4.2
1995-05-09,614,5.2
1995-05-16,614,4.8
1995-05-17,614,3.1
1995-05-18,614,5.1
1995-05-23,614,4.5
1995-05-24,614,2.7
1995-05-30,614,2.9
1995-05-31,614,0.7
1995-06-01,614,1.1
1995-06-02,614,0.9
1995-06-03,614,0.4
1995-06-07,614,0.9
1995-06-08,614,0.6
1995-06-15,614,0.9
1995-06-16,614,1.4
1995-06-17,614,0.2
1995-06-21,614,0.1
1995-06-22,614,0.1
1995-07-01,614,0.0
1995-07-02,614,0.0
1995-07-08,614,0.0
1995-07-14,614,0.0
1995-07-15,614,0.0
1995-07-20,614,0.0
1995-07-21,614,0.0
1995-07-31,614,0.0
1996-02-07,614,4.8
1996-02-08,614,4.4
1996-02-09,614,3.4
1996-02-13,614,3.7
1996-02-14,614,3.9
1996-02-15,614,4.3
1996-02-21,614,7.2
1996-02-22,614,8.1
1996-02-27,614,2.3
1996-02-28,614,2.3
1996-02-29,614,2.5
1996-03-07,614,5.6
1996-03-08,614,5.7
1996-03-09,614,5.0
1996-03-14,614,1.6
1996-03-15,614,2.3
1996-03-16,614,3.2
1996-03-21,614,4.5
1996-03-22,614,4.6
1996-03-23,614,4.1
1996-03-27,614,2.2
1996-03-28,614,1.7
1996-03-29,614,1.6
1996-04-02,614,8.4
1996-04-03,614,9.8
1996-04-04,614,11.1
1996-04-05,614,10.9
1996-04-06,614,9.8
1996-04-07,614,8.7
1996-04-13,614,6.7
1996-04-14,614,6.8
1996-04-15,614,7.2
1996-04-16,614,7.8
1996-04-17,614,6.7
1996-04-18,614,6.2
1996-04-19,614,5.3
1996-04-20,614,4.8
1996-04-21,614,4.4
1996-04-22,614,4.6
1996-04-23,614,4.9
1996-04-24,614,4.6
1996-04-25,614,4.6
1996-04-26,614,3.9
1996-04-27,614,5.1
1996-04-28,614,5.8
1996-05-01,614,5.8
1996-05-02,614,6.1
1996-05-03,614,6.0
1996-05-04,614,6.3
1996-05-05,614,6.0
1996-05-06,614,5.5
1996-05-07,614,4.5
1996-05-08,614,4.0
1996-05-09,614,3.1
1996-05-10,614,2.8
1996-05-11,614,3.2
1996-05-12,614,3.7
1996-05-13,614,4.4
1996-05-14,614,4.4
1996-05-15,614,3.8
1996-05-16,614,3.8
1996-05-17,614,3.0
1996-05-18,614,2.3
1996-05-19,614,1.6
1996-05-20,614,0.8
1996-05-21,614,0.9
1996-05-22,614,0.6
1996-05-23,614,0.4
1996-05-24,614,0.2
1996-05-25,614,1.0
1996-05-26,614,1.7
1996-05-27,614,2.4
1996-05-28,614,3.2
1996-05-29,614,4.9
1996-05-30,614,5.9
1996-05-31,614,5.4
1996-06-01,614,5.7
1996-06-02,614,4.7
1996-06-03,614,3.7
1996-06-04,614,2.9
1996-06-08,614,0.6
1996-06-09,614,0.5
1996-06-10,614,0.6
1996-06-17,614,0.4
1996-06-18,614,0.3
1996-06-19,614,0.3
1996-06-25,614,0.9
1996-06-26,614,0.9
1996-06-27,614,1.2
1997-02-02,614,0.7
1997-02-03,614,0.7
1997-02-04,614,0.6
1997-02-09,614,1.0
1997-02-10,614,0.8
1997-02-11,614,0.8
1997-02-16,614,0.2
1997-02-17,614,0.2
1997-02-18,614,0.3
1997-02-25,614,1.4
1997-02-26,614,1.4
1997-02-27,614,1.2
1997-03-03,614,1.3
1997-03-04,614,1.7
1997-03-05,614,1.6
1997-03-11,614,4.7
1997-03-12,614,3.5
1997-03-13,614,4.4
1997-03-17,614,0.2
1997-03-18,614,1.3
1997-03-19,614,0.7
1997-03-26,614,4.2
1997-03-27,614,4.1
1997-03-28,614,4.8
1997-04-01,614,2.3
1997-04-02,614,2.1
1997-04-03,614,2.9
1997-04-04,614,4.6
1997-04-05,614,5.0
1997-04-06,614,5.9
1997-04-07,614,6.5
1997-04-08,614,5.9
1997-04-09,614,4.0
1997-04-10,614,5.1
1997-04-11,614,4.4
1997-04-12,614,2.8
1997-04-13,614,1.9
1997-04-14,614,1.4
1997-04-15,614,0.6
1997-04-16,614,0.9
1997-04-17,614,1.1
1997-04-18,614,2.1
1997-04-19,614,3.3
1997-04-20,614,5.0
1997-04-21,614,5.8
1997-04-22,614,6.5
1997-04-23,614,5.9
1997-04-24,614,5.5
1997-04-25,614,5.4
1997-04-26,614,3.3
1997-04-27,614,4.3
1997-04-28,614,4.8
1997-04-29,614,4.0
1997-04-30,614,3.6
1997-05-01,614,3.1
1997-05-02,614,2.8
1997-05-03,614,2.5
1997-05-04,614,2.7
1997-05-05,614,2.8
1997-05-06,614,2.8
1997-05-07,614,2.4
1997-05-08,614,1.9
1997-05-09,614,2.0
1997-05-10,614,1.8
1997-05-11,614,1.8
1997-05-12,614,1.7
1997-05-13,614,1.5
1997-05-14,614,1.6
1997-05-15,614,1.4
1997-05-16,614,1.4
1997-05-17,614,1.9
1997-05-18,614,3.2
1997-05-19,614,3.9
1997-05-20,614,4.0
1997-05-21,614,4.3
1997-05-22,614,3.2
1997-05-23,614,2.9
1997-05-24,614,2.2
1997-05-25,614,2.1
1997-05-26,614,1.7
1997-05-27,614,2.1
1997-05-28,614,1.8
1997-05-29,614,1.8
1997-05-30,614,1.6
1997-05-31,614,1.3
1997-06-01,614,1.3
1997-06-02,614,1.3
1997-06-03,614,0.7
1997-06-04,614,0.4
1997-06-05,614,0.3
1997-06-06,614,0.3
1997-06-07,614,0.2
1997-06-08,614,0.2
1998-02-06,614,3.7
1998-02-07,614,4.2
1998-02-08,614,5.5
1998-02-13,614,5.5
1998-02-14,614,5.1
1998-02-15,614,4.4
1998-02-20,614,1.3
1998-02-21,614,1.4
1998-02-22,614,2.7
1998-03-01,614,9.5
1998-03-02,614,11.3
1998-03-03,614,9.1
1998-03-04,614,7.7
1998-03-05,614,6.1
1998-03-06,614,4.7
1998-03-07,614,3.3
1998-03-08,614,4.1
1998-03-09,614,4.7
1998-03-10,614,5.4
1998-03-11,614,5.3
1998-03-12,614,5.8
1998-03-13,614,6.0
1998-03-14,614,6.7
1998-03-15,614,6.7
1998-03-16,614,6.9
1998-03-17,614,7.1
1998-03-18,614,6.9
1998-03-19,614,5.9
1998-03-20,614,5.0
1998-03-21,614,4.0
1998-03-22,614,3.1
1998-03-23,614,3.6
1998-03-24,614,5.6
1998-03-25,614,6.9
1998-03-26,614,7.3
1998-03-27,614,8.4
1998-03-28,614,10.6
1998-03-29,614,12.5
1998-03-30,614,13.9
1998-03-31,614,14.7
1998-04-01,614,13.1
1998-04-02,614,10.8
1998-04-03,614,10.2
1998-04-04,614,9.5
1998-04-05,614,8.0
1998-04-06,614,8.0
1998-04-07,614,8.7
1998-04-08,614,9.3
1998-04-09,614,9.9
1998-04-10,614,10.6
1998-04-11,614,11.1
1998-04-12,614,11.5
1998-04-13,614,11.7
1998-04-14,614,11.2
1998-04-15,614,11.5
1998-04-16,614,10.8
1998-04-17,614,10.1
1998-04-18,614,10.4
1998-04-19,614,10.1
1998-04-20,614,9.2
1998-04-21,614,8.6
1998-04-22,614,9.1
1998-04-23,614,9.4
1998-04-24,614,9.3
1998-04-25,614,9.8
1998-04-26,614,10.7
1998-04-27,614,11.9
1998-04-28,614,11.8
1998-04-29,614,11.5
1998-04-30,614,9.7
1998-05-01,614,9.2
1998-05-02,614,8.4
1998-05-03,614,7.0
1998-05-04,614,6.9
1998-05-05,614,6.4
1998-05-06,614,7.2
1998-05-07,614,9.2
1998-05-08,614,9.9
1998-05-09,614,9.9
1998-05-10,614,10.2
1998-05-11,614,9.8
1998-05-12,614,9.8
1998-05-13,614,9.6
1998-05-14,614,9.4
1998-05-15,614,9.2
1998-05-16,614,8.2
1998-05-17,614,7.0
1998-05-18,614,6.6
1998-05-19,614,6.2
1998-05-20,614,6.2
1998-05-21,614,6.4
1998-05-22,614,7.0
1998-05-23,614,6.3
1998-05-24,614,7.1
1998-05-25,614,7.2
1998-05-26,614,6.6
1998-05-27,614,7.0
1998-05-28,614,6.4
1998-05-29,614,6.0
1998-05-30,614,5.1
1998-05-31,614,4.5
1998-06-01,614,4.3
1998-06-02,614,4.4
1998-06-03,614,5.2
1998-06-04,614,6.6
1998-06-05,614,7.2
1998-06-06,614,6.8
1998-06-07,614,6.8
1998-06-08,614,7.1
1998-06-09,614,7.2
1998-06-10,614,5.3
1998-06-11,614,5.1
1998-06-12,614,4.7
1998-06-13,614,4.7
1998-06-14,614,3.6
1998-06-15,614,2.7
1998-06-16,614,2.7
1998-06-17,614,1.8
1998-06-18,614,2.6
1998-06-19,614,2.9
1998-06-20,614,3.0
1998-06-25,614,2.2
1998-06-26,614,2.6
1998-06-27,614,2.3
1998-07-07,614,3.3
1998-07-08,614,2.0
1998-07-09,614,1.2
1998-07-10,614,0.8
1998-07-11,614,0.2
1998-07-12,614,0.2
1998-07-13,614,0.1
2000-02-06,614,4.2
2000-02-07,614,3.2
2000-02-08,614,2.9
2000-02-09,614,2.7
2000-02-10,614,2.4
2000-02-11,614,1.4
2000-02-12,614,1.5
2000-02-13,614,1.0
2000-02-14,614,0.8
2000-02-15,614,1.1
2000-02-16,614,2.3
2000-02-17,614,2.4
2000-02-18,614,2.3
2000-02-19,614,2.2
2000-02-20,614,1.7
2000-02-21,614,1.8
2000-02-22,614,1.4
2000-02-23,614,1.0
2000-02-24,614,0.7
2000-02-25,614,0.9
2000-02-26,614,1.1
2000-02-27,614,0.8
2000-02-28,614,1.0
2000-02-29,614,2.1
2000-03-01,614,4.0
2000-03-02,614,4.9
2000-03-03,614,5.8
2000-03-04,614,6.3
2000-03-05,614,6.0
2000-03-06,614,5.5
2000-03-07,614,4.7
2000-03-08,614,4.1
2000-03-09,614,3.6
2000-03-10,614,3.6
2000-03-11,614,2.5
2000-03-12,614,1.5
2000-03-13,614,0.7
2000-03-14,614,0.5
2000-03-15,614,0.8
2000-03-16,614,1.2
2000-03-17,614,1.4
2000-03-18,614,2.4
2000-03-19,614,3.7
2000-03-20,614,3.6
2000-03-21,614,3.7
2000-03-22,614,4.1
2000-03-23,614,2.8
2000-03-24,614,3.4
2000-03-25,614,3.1
2000-03-26,614,3.4
2000-03-27,614,4.6
2000-03-28,614,3.6
2000-03-29,614,3.3
2000-03-30,614,2.2
2000-03-31,614,3.4
2000-04-01,614,3.7
2000-04-02,614,5.4
2000-04-03,614,5.5
2000-04-04,614,5.9
2000-04-05,614,6.0
2000-04-06,614,6.4
2000-04-07,614,7.1
2000-04-08,614,7.0
2000-04-09,614,7.6
2000-04-10,614,7.1
2000-04-11,614,6.0
2000-04-12,614,5.1
2000-04-13,614,4.5
2000-04-14,614,3.3
2000-04-15,614,3.7
2000-04-16,614,3.4
2000-04-17,614,3.0
2000-04-18,614,3.5
2000-04-19,614,3.2
2000-04-20,614,3.2
2000-04-21,614,2.2
2000-04-22,614,1.8
2000-04-23,614,1.1
2000-04-24,614,0.7
2000-04-25,614,0.4
2000-04-26,614,0.5
2000-04-27,614,1.5
2000-04-28,614,2.7
2000-04-29,614,3.8
2000-04-30,614,4.8
2000-05-01,614,5.8
2000-05-02,614,5.8
2000-05-03,614,5.9
2000-05-04,614,5.6
2000-05-05,614,5.1
2000-05-06,614,3.0
2000-05-07,614,2.9
2000-05-08,614,2.1
2000-05-09,614,1.6
2000-05-10,614,1.3
2000-05-11,614,1.3
2000-05-12,614,2.9
2000-05-13,614,2.9
2000-05-14,614,3.5
2000-05-15,614,4.0
2000-05-16,614,4.1
2000-05-17,614,3.3
2000-05-18,614,2.5
2000-05-19,614,1.5
2000-05-20,614,1.0
2000-05-21,614,0.7
2000-05-22,614,0.7
2000-05-23,614,1.0
2000-05-24,614,0.5
2000-05-25,614,1.2
2000-05-26,614,2.0
2000-05-27,614,1.2
2000-05-28,614,2.2
2000-05-29,614,2.3
2000-05-30,614,2.5
2000-05-31,614,1.7
2000-06-01,614,1.0
2000-06-02,614,0.4
2000-06-03,614,0.3
2000-06-04,614,0.2
2000-06-05,614,0.2
2000-06-11,614,0.0
2000-06-17,614,0.3
2000-06-18,614,0.2
2002-02-05,614,1.1
2002-02-06,614,0.9
2002-02-07,614,1.1
2002-02-12,614,5.6
2002-02-13,614,4.7
2002-02-14,614,3.7
2002-02-19,614,2.0
2002-02-20,614,2.8
2002-02-21,614,2.1
2002-02-22,614,3.0
2002-02-23,614,4.9
2002-02-24,614,6.1
2002-02-25,614,6.3
2002-02-26,614,7.0
2002-02-27,614,7.7
2002-02-28,614,7.8
2002-03-01,614,6.8
2002-03-02,614,7.0
2002-03-03,614,6.9
2002-03-04,614,6.2
2002-03-05,614,4.7
2002-03-06,614,4.0
2002-03-07,614,2.9
2002-03-08,614,4.5
2002-03-09,614,5.0
2002-03-10,614,5.2
2002-03-11,614,5.5
2002-03-12,614,5.6
2002-03-13,614,5.2
2002-03-14,614,5.3
